	index	i	id	isParent	name	level	pid	pname
2419	2076	3	A0G0704	True	民用中型载客汽车拥有量	2	A0G07	民用汽车拥有量
2420	2077	4	A0G0705	True	民用小型载客汽车拥有量	2	A0G07	民用汽车拥有量
2421	2078	5	A0G0706	True	民用微型载客汽车拥有量	2	A0G07	民用汽车拥有量
2422	2079	6	A0G0707	True	民用载货汽车拥有量	2	A0G07	民用汽车拥有量
2423	2080	7	A0G0708	True	民用重型载货汽车拥有量	2	A0G07	民用汽车拥有量
2424	2081	8	A0G0709	True	民用中型载货汽车拥有量	2	A0G07	民用汽车拥有量
2425	2082	9	A0G070A	True	民用轻型载货汽车拥有量	2	A0G07	民用汽车拥有量
2426	2083	10	A0G070B	True	民用微型载货汽车拥有量	2	A0G07	民用汽车拥有量
2427	2084	11	A0G070C	True	民用其他汽车拥有量	2	A0G07	民用汽车拥有量
2428	2085	12	A0G070D	True	机动车驾驶员人数	2	A0G07	民用汽车拥有量
2429	2086	13	A0G070E	True	汽车驾驶员人数	2	A0G07	民用汽车拥有量
2430	2087	0	A0G0801	True	私人汽车拥有量	2	A0G08	私人汽车拥有量
2431	2088	1	A0G0802	True	私人载客汽车拥有量	2	A0G08	私人汽车拥有量
2432	2089	2	A0G0803	True	私人大型载客汽车拥有量	2	A0G08	私人汽车拥有量
2433	2090	3	A0G0804	True	私人中型载客汽车拥有量	2	A0G08	私人汽车拥有量
2434	2091	4	A0G0805	True	私人小型载客汽车拥有量	2	A0G08	私人汽车拥有量
2435	2092	5	A0G0806	True	私人微型载客汽车拥有量	2	A0G08	私人汽车拥有量
2436	2093	6	A0G0807	True	私人载货汽车拥有量	2	A0G08	私人汽车拥有量
2437	2094	7	A0G0808	True	私人重型载货汽车拥有量	2	A0G08	私人汽车拥有量
2438	2095	8	A0G0809	True	私人中型载货汽车拥有量	2	A0G08	私人汽车拥有量
2439	2096	9	A0G080A	True	私人轻型载货汽车拥有量	2	A0G08	私人汽车拥有量
2440	2097	10	A0G080B	True	私人微型载货汽车拥有量	2	A0G08	私人汽车拥有量
2441	2098	11	A0G080C	True	私人其他汽车拥有量	2	A0G08	私人汽车拥有量
2442	2099	0	A0G0901	True	新注册民用汽车拥有量	2	A0G09	新注册民用汽车数量
2443	2100	1	A0G0902	True	新注册民用载客汽车拥有量	2	A0G09	新注册民用汽车数量
2444	2101	2	A0G0903	True	新注册民用大型载客汽车拥有量	2	A0G09	新注册民用汽车数量
2445	2102	3	A0G0904	True	新注册民用中型载客汽车拥有量	2	A0G09	新注册民用汽车数量
2446	2103	4	A0G0905	True	新注册民用小型载客汽车拥有量	2	A0G09	新注册民用汽车数量
2447	2104	5	A0G0906	True	新注册民用微型载客汽车拥有量	2	A0G09	新注册民用汽车数量
2448	2105	6	A0G0907	True	新注册民用载货汽车拥有量	2	A0G09	新注册民用汽车数量
2449	2106	7	A0G0908	True	新注册民用重型载货汽车拥有量	2	A0G09	新注册民用汽车数量
2450	2107	8	A0G0909	True	新注册民用中型载货汽车拥有量	2	A0G09	新注册民用汽车数量
2451	2108	9	A0G090A	True	新注册民用轻型载货汽车拥有量	2	A0G09	新注册民用汽车数量
2452	2109	10	A0G090B	True	新注册民用微型载货汽车拥有量	2	A0G09	新注册民用汽车数量
2453	2110	11	A0G090C	True	新注册民用其他汽车拥有量	2	A0G09	新注册民用汽车数量
2454	2111	0	A0G0A01	True	公路营运汽车拥有量	2	A0G0A	公路营运汽车拥有量
2455	2112	1	A0G0A02	True	公路营运载客汽车拥有量	2	A0G0A	公路营运汽车拥有量
2456	2113	2	A0G0A03	True	公路营运汽车客位数	2	A0G0A	公路营运汽车拥有量
2457	2114	3	A0G0A04	True	公路营运载货汽车拥有量	2	A0G0A	公路营运汽车拥有量
2458	2115	4	A0G0A05	True	公路营运普通载货汽车拥有量	2	A0G0A	公路营运汽车拥有量
2459	2116	5	A0G0A06	True	公路营运载货汽车吨位数	2	A0G0A	公路营运汽车拥有量
2460	2117	6	A0G0A07	True	公路营运普通载货汽车吨位数	2	A0G0A	公路营运汽车拥有量
2461	2118	0	A0G0B01	True	民用机动运输船数	2	A0G0B	民用运输船舶拥有量
2462	2119	1	A0G0B02	True	民用机动船净载重量	2	A0G0B	民用运输船舶拥有量
2463	2120	2	A0G0B03	True	民用机动船载客量	2	A0G0B	民用运输船舶拥有量
2464	2121	3	A0G0B04	True	民用机动船拖船功率	2	A0G0B	民用运输船舶拥有量
2465	2122	4	A0G0B05	True	民用驳船运输船数	2	A0G0B	民用运输船舶拥有量
2466	2123	5	A0G0B06	True	民用驳船净载重量	2	A0G0B	民用运输船舶拥有量
2467	2124	6	A0G0B07	True	民用驳船载客量	2	A0G0B	民用运输船舶拥有量
2468	2125	0	A0G0D01	True	邮电业务总量	2	A0G0D	邮电业务量
2469	2126	1	A0G0D02	True	邮政业务总量	2	A0G0D	邮电业务量
2470	2127	2	A0G0D03	True	电信业务总量	2	A0G0D	邮电业务量
2471	2128	3	A0G0D04	True	函件数	2	A0G0D	邮电业务量
2472	2129	4	A0G0D05	True	包裹数	2	A0G0D	邮电业务量
2473	2130	5	A0G0D06	True	报刊期发数	2	A0G0D	邮电业务量
2474	2131	6	A0G0D07	True	汇票业务	2	A0G0D	邮电业务量
2475	2132	7	A0G0D08	True	集邮业务量	2	A0G0D	邮电业务量
2476	2133	8	A0G0D0A	True	固定本地电话通话时长	2	A0G0D	邮电业务量
2477	2134	9	A0G0D0B	True	固定长途电话通话时长	2	A0G0D	邮电业务量
2478	2135	10	A0G0D0E	True	移动短信业务量	2	A0G0D	邮电业务量
2479	2136	11	A0G0D0F	True	移动电话通话时长	2	A0G0D	邮电业务量
2480	2137	12	A0G0D0G	True	移动电话去话通话时长	2	A0G0D	邮电业务量
2481	2138	13	A0G0D0H	True	移动电话非漫游去话通话时长	2	A0G0D	邮电业务量
2482	2139	14	A0G0D0I	True	移动电话国内漫游去话通话时长	2	A0G0D	邮电业务量
2483	2140	15	A0G0D0J	True	移动电话国际及港澳台漫游去话通话时长	2	A0G0D	邮电业务量
2484	2141	16	A0G0D0K	True	移动电话年末用户	2	A0G0D	邮电业务量
2485	2142	17	A0G0D0L	True	3G移动电话用户	2	A0G0D	邮电业务量
2486	2143	18	A0G0D0M	True	固定电话年末用户	2	A0G0D	邮电业务量
2487	2144	19	A0G0D0N	True	城市电话年末用户数	2	A0G0D	邮电业务量
2488	2145	20	A0G0D0O	True	城市住宅电话年末用户数	2	A0G0D	邮电业务量
2489	2146	21	A0G0D0P	True	农村电话年末用户数	2	A0G0D	邮电业务量
2490	2147	22	A0G0D0Q	True	农村住宅电话年末用户数	2	A0G0D	邮电业务量
2491	2148	23	A0G0D0R	True	公用电话用户	2	A0G0D	邮电业务量
2492	2149	0	A0G0E01	True	快递量	2	A0G0E	快递业务量
2493	2150	1	A0G0E02	True	国内同城快递量	2	A0G0E	快递业务量
2494	2151	2	A0G0E03	True	国内异地快递量	2	A0G0E	快递业务量
2495	2152	3	A0G0E04	True	国际及港澳台快递量	2	A0G0E	快递业务量
2496	2153	4	A0G0E05	True	快递业务收入	2	A0G0E	快递业务量
2497	2154	0	A0G0F01	True	邮政营业网点	2	A0G0F	邮政业网点及邮递线路
2498	2155	1	A0G0F02	True	快递营业网点	2	A0G0F	邮政业网点及邮递线路
2499	2156	2	A0G0F03	True	信筒信箱数量	2	A0G0F	邮政业网点及邮递线路
2500	2157	3	A0G0F04	True	农村投递路线	2	A0G0F	邮政业网点及邮递线路
2501	2158	4	A0G0F05	True	城市投递路线	2	A0G0F	邮政业网点及邮递线路
2502	2159	5	A0G0F06	True	邮路总长度	2	A0G0F	邮政业网点及邮递线路
2503	2160	6	A0G0F07	True	航空邮路总长度	2	A0G0F	邮政业网点及邮递线路
2504	2161	7	A0G0F08	True	铁路邮路总长度	2	A0G0F	邮政业网点及邮递线路
2505	2162	8	A0G0F09	True	汽车邮路总长度	2	A0G0F	邮政业网点及邮递线路
2506	2163	0	A0G0G01	True	固定长途电话交换机容量	2	A0G0G	电信主要通信能力
2507	2164	1	A0G0G02	True	局用交换机容量	2	A0G0G	电信主要通信能力
2508	2165	2	A0G0G03	True	移动电话交换机容量	2	A0G0G	电信主要通信能力
2509	2166	3	A0G0G04	True	光缆线路长度	2	A0G0G	电信主要通信能力
2510	2167	4	A0G0G05	True	长途光缆线路长度	2	A0G0G	电信主要通信能力
2511	2168	0	A0G0H01	True	电话普及率(包括移动电话)	2	A0G0H	电信通信服务水平
2512	2169	1	A0G0H02	True	移动电话普及率	2	A0G0H	电信通信服务水平
2513	2170	2	A0G0H03	True	每千人拥有公用电话数	2	A0G0H	电信通信服务水平
2514	2171	3	A0G0H04	True	开通互联网宽带业务的行政村比重	2	A0G0H	电信通信服务水平
2515	2172	4	A0G0H05	True	互联网普及率	2	A0G0H	电信通信服务水平
2516	2173	0	A0G0I01	True	平均每一营业网点服务人口	2	A0G0I	邮政通信服务水平
2517	2174	1	A0G0I02	True	平均每人每年发函件数	2	A0G0I	邮政通信服务水平
2518	2175	2	A0G0I03	True	平均每百人每年订报刊数	2	A0G0I	邮政通信服务水平
2519	2176	3	A0G0I04	True	已通邮的行政村比重	2	A0G0I	邮政通信服务水平
2520	2177	0	A0G0J01	True	互联网上网人数	2	A0G0J	互联网主要指标发展情况
2521	2178	1	A0G0J02	True	域名数	2	A0G0J	互联网主要指标发展情况
2522	2179	2	A0G0J03	True	网站数	2	A0G0J	互联网主要指标发展情况
2523	2180	3	A0G0J04	True	网页数	2	A0G0J	互联网主要指标发展情况
2524	2181	4	A0G0J05	True	互联网宽带接入端口	2	A0G0J	互联网主要指标发展情况
2525	2182	5	A0G0J06	True	互联网拨号用户	2	A0G0J	互联网主要指标发展情况
2526	2183	6	A0G0J0A	True	移动互联网用户	2	A0G0J	互联网主要指标发展情况
2527	2184	7	A0G0J0B	True	移动互联网接入流量	2	A0G0J	互联网主要指标发展情况
2528	2185	8	A0G0J07	True	互联网宽带接入用户	2	A0G0J	互联网主要指标发展情况
2529	2186	9	A0G0J08	True	城市宽带接入用户	2	A0G0J	互联网主要指标发展情况
2530	2187	10	A0G0J09	True	农村宽带接入用户	2	A0G0J	互联网主要指标发展情况
2531	2188	0	A0G0L01	True	软件业务收入	2	A0G0L	软件和信息技术服务业主要经济指标
2532	2189	1	A0G0L02	True	软件产品收入	2	A0G0L	软件和信息技术服务业主要经济指标
2533	2190	2	A0G0L03	True	信息技术服务收入	2	A0G0L	软件和信息技术服务业主要经济指标
2534	2191	3	A0G0L04	True	信息安全收入	2	A0G0L	软件和信息技术服务业主要经济指标
2535	2192	4	A0G0L05	True	嵌入式系统软件收入	2	A0G0L	软件和信息技术服务业主要经济指标
2536	2193	5	A0G0L06	True	软件业务出口	2	A0G0L	软件和信息技术服务业主要经济指标
2537	2194	0	A0G0K01	True	企业数	2	A0G0K	企业信息化及电子商务情况
2538	2195	1	A0G0K02	True	期末使用计算机数	2	A0G0K	企业信息化及电子商务情况
2539	2196	2	A0G0K03	True	每百人使用计算机数	2	A0G0K	企业信息化及电子商务情况
2540	2197	3	A0G0K04	True	企业拥有网站数	2	A0G0K	企业信息化及电子商务情况
2541	2198	4	A0G0K05	True	每百家企业拥有网站数	2	A0G0K	企业信息化及电子商务情况
2542	2199	5	A0G0K06	True	有电子商务交易活动的企业数	2	A0G0K	企业信息化及电子商务情况
2543	2200	6	A0G0K07	True	有电子商务交易活动的企业数比重	2	A0G0K	企业信息化及电子商务情况
2544	2201	7	A0G0K08	True	电子商务销售额	2	A0G0K	企业信息化及电子商务情况
2545	2202	8	A0G0K09	True	电子商务采购额	2	A0G0K	企业信息化及电子商务情况
2546	2203	0	A0I0101	True	限额以上批发和零售业企业资产	2	A0I01	限额以上批发和零售业企业年末资产负债
2547	2204	1	A0I0102	True	限额以上批发和零售业企业流动资产	2	A0I01	限额以上批发和零售业企业年末资产负债
2548	2205	2	A0I0103	True	限额以上批发和零售业企业固定资产	2	A0I01	限额以上批发和零售业企业年末资产负债
2549	2206	3	A0I0104	True	限额以上批发和零售业企业负债	2	A0I01	限额以上批发和零售业企业年末资产负债
2550	2207	4	A0I0105	True	限额以上批发和零售业企业所有者权益	2	A0I01	限额以上批发和零售业企业年末资产负债
2551	2208	0	A0I0201	True	限额以上批发和零售业企业主营业务收入	2	A0I02	限额以上批发和零售业企业主要财务指标
2552	2209	1	A0I0202	True	限额以上批发和零售业企业主营业务成本	2	A0I02	限额以上批发和零售业企业主要财务指标
2553	2210	2	A0I0206	True	限额以上批发和零售业企业主营业务利润	2	A0I02	限额以上批发和零售业企业主要财务指标
2554	2211	0	A0I0301	True	批发业法人企业单位数	2	A0I03	限额以上批发业企业基本情况和商品购销存情况
2555	2212	1	A0I0302	True	批发业年末从业人数	2	A0I03	限额以上批发业企业基本情况和商品购销存情况
2556	2213	2	A0I0303	True	批发业商品购进总额	2	A0I03	限额以上批发业企业基本情况和商品购销存情况
2557	2214	3	A0I0304	True	批发业进口额	2	A0I03	限额以上批发业企业基本情况和商品购销存情况
2558	2215	4	A0I0305	True	批发业商品销售总额	2	A0I03	限额以上批发业企业基本情况和商品购销存情况
2559	2216	5	A0I0306	True	批发业出口额	2	A0I03	限额以上批发业企业基本情况和商品购销存情况
2560	2217	6	A0I0307	True	批发业商品库存总额	2	A0I03	限额以上批发业企业基本情况和商品购销存情况
2561	2218	0	A0I0401	True	批发业企业资产总计	2	A0I04	限额以上批发业企业资产及负债
2562	2219	1	A0I0402	True	批发业流动资产合计	2	A0I04	限额以上批发业企业资产及负债
2563	2220	2	A0I0403	True	批发业固定资产合计	2	A0I04	限额以上批发业企业资产及负债
2564	2221	3	A0I0404	True	批发业负债合计	2	A0I04	限额以上批发业企业资产及负债
2565	2222	4	A0I0405	True	批发业所有者权益合计	2	A0I04	限额以上批发业企业资产及负债
2566	2223	0	A0I0501	True	批发业主营业务收入	2	A0I05	限额以上批发业企业主要财务指标
2567	2224	1	A0I0502	True	批发业主营业务成本	2	A0I05	限额以上批发业企业主要财务指标
2568	2225	2	A0I0503	True	批发业主营业务税金及附加	2	A0I05	限额以上批发业企业主要财务指标
2569	2226	3	A0I0504	True	批发业主营业务利润	2	A0I05	限额以上批发业企业主要财务指标
2570	2227	0	A0I0601	True	零售业法人企业单位数	2	A0I06	限额以上零售业企业基本情况和商品购销存情况
2571	2228	1	A0I0602	True	零售业年末从业人数	2	A0I06	限额以上零售业企业基本情况和商品购销存情况
2572	2229	2	A0I0603	True	零售业商品购进总额	2	A0I06	限额以上零售业企业基本情况和商品购销存情况
2573	2230	3	A0I0604	True	零售业进口额	2	A0I06	限额以上零售业企业基本情况和商品购销存情况
2574	2231	4	A0I0605	True	零售业商品销售总额	2	A0I06	限额以上零售业企业基本情况和商品购销存情况
2575	2232	5	A0I0606	True	零售业出口额	2	A0I06	限额以上零售业企业基本情况和商品购销存情况
2576	2233	6	A0I0607	True	零售业商品库存总额	2	A0I06	限额以上零售业企业基本情况和商品购销存情况
2577	2234	0	A0I0701	True	零售业资产总计	2	A0I07	限额以上零售业企业资产及负债
2578	2235	1	A0I0702	True	零售业流动资产合计	2	A0I07	限额以上零售业企业资产及负债
2579	2236	2	A0I0703	True	零售业固定资产合计	2	A0I07	限额以上零售业企业资产及负债
2580	2237	3	A0I0704	True	零售业负债合计	2	A0I07	限额以上零售业企业资产及负债
2581	2238	4	A0I0705	True	零售业所有者权益合计	2	A0I07	限额以上零售业企业资产及负债
2582	2239	0	A0I0801	True	零售业企业主营业企业务收入	2	A0I08	限额以上零售业企业主要财务指标
2583	2240	1	A0I0802	True	零售业企业主营业企业务成本	2	A0I08	限额以上零售业企业主要财务指标
2584	2241	2	A0I0803	True	零售业企业主营业企业务税金及附加	2	A0I08	限额以上零售业企业主要财务指标
2585	2242	3	A0I0804	True	零售业企业主营业企业务利润	2	A0I08	限额以上零售业企业主要财务指标
2586	2243	0	A0I0901	True	连锁零售企业总店数	2	A0I09	连锁零售企业
2587	2244	1	A0I0902	True	连锁零售企业门店总数	2	A0I09	连锁零售企业
2588	2245	2	A0I0903	True	连锁零售企业年末从业人数	2	A0I09	连锁零售企业
2589	2246	3	A0I0904	True	连锁零售企业年末零售营业面积	2	A0I09	连锁零售企业
2590	2247	4	A0I0905	True	连锁零售企业商品销售额	2	A0I09	连锁零售企业
2591	2248	5	A0I0906	True	连锁零售企业商品购进总额	2	A0I09	连锁零售企业
2592	2249	6	A0I0907	True	连锁零售企业统一配送商品购进额	2	A0I09	连锁零售企业
2593	2250	0	A0I0A01	True	亿元以上商品交易市场数	2	A0I0A	亿元以上商品交易市场基本情况
2594	2251	1	A0I0A02	True	亿元以上商品交易市场摊位数	2	A0I0A	亿元以上商品交易市场基本情况
2595	2252	2	A0I0A03	True	亿元以上商品交易市场营业面积	2	A0I0A	亿元以上商品交易市场基本情况
2596	2253	3	A0I0A04	True	亿元以上商品交易市场成交额	2	A0I0A	亿元以上商品交易市场基本情况
2597	2254	4	A0I0A05	True	亿元以上商品交易批发市场成交额	2	A0I0A	亿元以上商品交易市场基本情况
2598	2255	5	A0I0A06	True	亿元以上商品交易零售市场成交额	2	A0I0A	亿元以上商品交易市场基本情况
2599	2256	0	A0J0101	True	限额以上住宿和餐饮业企业资产	2	A0J01	限额以上住宿和餐饮业企业年末资产负债
2600	2257	1	A0J0102	True	限额以上住宿和餐饮业企业流动资产	2	A0J01	限额以上住宿和餐饮业企业年末资产负债
2601	2258	2	A0J0103	True	限额以上住宿和餐饮业企业固定资产	2	A0J01	限额以上住宿和餐饮业企业年末资产负债
2602	2259	3	A0J0104	True	限额以上住宿和餐饮业企业负债	2	A0J01	限额以上住宿和餐饮业企业年末资产负债
2603	2260	4	A0J0105	True	限额以上住宿和餐饮业企业所有者权益	2	A0J01	限额以上住宿和餐饮业企业年末资产负债
2604	2261	0	A0J0201	True	限额以上住宿和餐饮业企业主营业务收入	2	A0J02	限额以上住宿和餐饮业企业主要财务指标
2605	2262	1	A0J0202	True	限额以上住宿和餐饮业企业主营业务成本	2	A0J02	限额以上住宿和餐饮业企业主要财务指标
2606	2263	0	A0J0301	True	住宿业法人企业数	2	A0J03	限额以上住宿业企业基本情况和经营情况
2607	2264	1	A0J0302	True	住宿业企业从业人数	2	A0J03	限额以上住宿业企业基本情况和经营情况
2608	2265	2	A0J0303	True	住宿业企业营业额	2	A0J03	限额以上住宿业企业基本情况和经营情况
2609	2266	3	A0J0304	True	住宿业企业客房收入	2	A0J03	限额以上住宿业企业基本情况和经营情况
2610	2267	4	A0J0305	True	住宿业企业餐费收入	2	A0J03	限额以上住宿业企业基本情况和经营情况
2611	2268	0	A0J0401	True	住宿业企业资产总计	2	A0J04	限额以上住宿业企业企业资产及负债
2612	2269	1	A0J0402	True	住宿业企业流动资产合计	2	A0J04	限额以上住宿业企业企业资产及负债
2613	2270	2	A0J0403	True	住宿业企业固定资产合计	2	A0J04	限额以上住宿业企业企业资产及负债
2614	2271	3	A0J0404	True	住宿业企业负债合计	2	A0J04	限额以上住宿业企业企业资产及负债
2615	2272	4	A0J0405	True	住宿业企业所有者权益合计	2	A0J04	限额以上住宿业企业企业资产及负债
2616	2273	0	A0J0501	True	住宿业企业主营业务收入	2	A0J05	限额以上住宿业企业主要财务指标
2617	2274	1	A0J0502	True	住宿业企业主营业务成本	2	A0J05	限额以上住宿业企业主要财务指标
2618	2275	2	A0J0503	True	住宿业企业主营业务税金及附加	2	A0J05	限额以上住宿业企业主要财务指标
2619	2276	3	A0J0504	True	住宿业企业主营业务利润	2	A0J05	限额以上住宿业企业主要财务指标
2620	2277	0	A0J0601	True	餐饮业法人企业数	2	A0J06	限额以上餐饮业企业基本情况和经营情况
2621	2278	1	A0J0602	True	餐饮业企业从业人数	2	A0J06	限额以上餐饮业企业基本情况和经营情况
2622	2279	2	A0J0603	True	餐饮业企业营业额	2	A0J06	限额以上餐饮业企业基本情况和经营情况
2623	2280	3	A0J0604	True	餐饮业企业餐费收入	2	A0J06	限额以上餐饮业企业基本情况和经营情况
2624	2281	0	A0J0701	True	餐饮业企业资产总计	2	A0J07	限额以上餐饮业企业资产及负债
2625	2282	1	A0J0702	True	餐饮业企业流动资产合计	2	A0J07	限额以上餐饮业企业资产及负债
2626	2283	2	A0J0703	True	餐饮业企业固定资产合计	2	A0J07	限额以上餐饮业企业资产及负债
2627	2284	3	A0J0704	True	餐饮业企业负债合计	2	A0J07	限额以上餐饮业企业资产及负债
2628	2285	4	A0J0705	True	餐饮业企业所有者权益合计	2	A0J07	限额以上餐饮业企业资产及负债
2629	2286	0	A0J0801	True	餐饮业企业主营业务收入	2	A0J08	限额以上餐饮业企业主要财务指标
2630	2287	1	A0J0802	True	餐饮业企业主营业务成本	2	A0J08	限额以上餐饮业企业主要财务指标
2631	2288	2	A0J0803	True	餐饮业企业主营业务税金及附加	2	A0J08	限额以上餐饮业企业主要财务指标
2632	2289	3	A0J0804	True	餐饮业企业主营业务利润	2	A0J08	限额以上餐饮业企业主要财务指标
2633	2290	0	A0J0901	True	连锁餐饮企业总店数	2	A0J09	连锁餐饮企业基本情况
2634	2291	1	A0J0902	True	连锁餐饮企业门店总数	2	A0J09	连锁餐饮企业基本情况
2635	2292	2	A0J0903	True	连锁餐饮企业年末从业人数	2	A0J09	连锁餐饮企业基本情况
2636	2293	3	A0J0904	True	连锁餐饮企业年末餐饮营业面积	2	A0J09	连锁餐饮企业基本情况
2637	2294	4	A0J0905	True	连锁餐饮企业餐位数	2	A0J09	连锁餐饮企业基本情况
2638	2295	5	A0J0906	True	连锁餐饮企业营业额	2	A0J09	连锁餐饮企业基本情况
2639	2296	6	A0J0907	True	连锁餐饮企业商品购进总额	2	A0J09	连锁餐饮企业基本情况
2640	2297	7	A0J0908	True	连锁餐饮企业统一配送商品购进额	2	A0J09	连锁餐饮企业基本情况
2641	2298	0	A0K0101	True	国际旅游外汇收入	2	A0K01	国际旅游(外汇)收入
2642	2299	0	A0K0201	True	接待国际游客	2	A0K02	接待入境过夜游客
2643	2300	1	A0K0202	True	接待外国人游客	2	A0K02	接待入境过夜游客
2644	2301	0	A0L0101	True	原保险保费收入	2	A0L01	原保险保费收入和赔付支出情况
2645	2302	1	A0L0102	True	财产险保费收入	2	A0L01	原保险保费收入和赔付支出情况
2646	2303	2	A0L0103	True	人身险保费收入	2	A0L01	原保险保费收入和赔付支出情况
2647	2304	3	A0L0104	True	原保险赔付支出	2	A0L01	原保险保费收入和赔付支出情况
2648	2305	4	A0L0105	True	财产险支出	2	A0L01	原保险保费收入和赔付支出情况
2649	2306	5	A0L0106	True	人身险支出	2	A0L01	原保险保费收入和赔付支出情况
2650	2307	0	A0M0101	True	普通高等学校数	2	A0M01	高等学校普通本、专科学校和学生情况
2651	2308	1	A0M0102	True	普通高等学校招生数	2	A0M01	高等学校普通本、专科学校和学生情况
2652	2309	2	A0M0103	True	普通高等学校本科招生数	2	A0M01	高等学校普通本、专科学校和学生情况
2653	2310	3	A0M0104	True	普通高等学校专科招生数	2	A0M01	高等学校普通本、专科学校和学生情况
2654	2311	4	A0M0105	True	普通高等学校在校学生数	2	A0M01	高等学校普通本、专科学校和学生情况
2655	2312	5	A0M0106	True	普通高等学校本科在校学生数	2	A0M01	高等学校普通本、专科学校和学生情况
2656	2313	6	A0M0107	True	普通高等学校专科在校学生数	2	A0M01	高等学校普通本、专科学校和学生情况
2657	2314	7	A0M0108	True	普通高等学校预计毕业生数	2	A0M01	高等学校普通本、专科学校和学生情况
2658	2315	8	A0M0109	True	普通高等学校本科预计毕业生数	2	A0M01	高等学校普通本、专科学校和学生情况
2659	2316	9	A0M010A	True	普通高等学校专科预计毕业生数	2	A0M01	高等学校普通本、专科学校和学生情况
2660	2317	10	A0M010B	True	普通高等学校毕(结)业生数	2	A0M01	高等学校普通本、专科学校和学生情况
2661	2318	11	A0M010C	True	普通高等学校本科毕(结)业生数	2	A0M01	高等学校普通本、专科学校和学生情况
2662	2319	12	A0M010D	True	普通高等学校专科毕(结)业生数	2	A0M01	高等学校普通本、专科学校和学生情况
2663	2320	13	A0M010E	True	普通高等学校本专科授予学位数	2	A0M01	高等学校普通本、专科学校和学生情况
2664	2321	0	A0M0201	True	普通高等学校教职工总数	2	A0M02	普通高等学校(机构)教职工情况
2665	2322	1	A0M0202	True	普通高等学校校本部教职工数	2	A0M02	普通高等学校(机构)教职工情况
2666	2323	2	A0M0203	True	普通高等学校专任教师数	2	A0M02	普通高等学校(机构)教职工情况
2667	2324	3	A0M0204	True	普通高等学校正高级专任教师数	2	A0M02	普通高等学校(机构)教职工情况
2668	2325	4	A0M0205	True	普通高等学校副高级专任教师数	2	A0M02	普通高等学校(机构)教职工情况
2669	2326	5	A0M0206	True	普通高等学校中级专任教师数	2	A0M02	普通高等学校(机构)教职工情况
2670	2327	6	A0M0207	True	普通高等学校初级专任教师数	2	A0M02	普通高等学校(机构)教职工情况
2671	2328	7	A0M0208	True	普通高等学校无职称专任教师数	2	A0M02	普通高等学校(机构)教职工情况
2672	2329	8	A0M0209	True	普通高等学校校本部行政人员数	2	A0M02	普通高等学校(机构)教职工情况
2673	2330	9	A0M020A	True	普通高等学校校本部教辅人员数	2	A0M02	普通高等学校(机构)教职工情况
2674	2331	10	A0M020B	True	普通高等学校校本部工勤人员数	2	A0M02	普通高等学校(机构)教职工情况
2675	2332	0	A0M0301	True	中等职业学校招生数	2	A0M03	中等职业学校(机构)学生情况
2676	2333	1	A0M0302	True	中等职业学校初中毕业数	2	A0M03	中等职业学校(机构)学生情况
2677	2334	2	A0M0303	True	中等职业学校应届初中毕业生数	2	A0M03	中等职业学校(机构)学生情况
2678	2335	3	A0M0304	True	中等职业学校在校学生数	2	A0M03	中等职业学校(机构)学生情况
2679	2336	4	A0M0305	True	中等职业学校毕业生数	2	A0M03	中等职业学校(机构)学生情况
2680	2337	5	A0M0306	True	中等职业学校获得职业资格证书毕业生数	2	A0M03	中等职业学校(机构)学生情况
2681	2338	6	A0M0307	True	中等职业学校预计毕业生数	2	A0M03	中等职业学校(机构)学生情况
2682	2339	0	A0M0401	True	中等职业学校(机构)教职工总数	2	A0M04	中等职业学校(机构)教职工数
2683	2340	1	A0M0402	True	中等职业学校(机构)校本部教职工数	2	A0M04	中等职业学校(机构)教职工数
2684	2341	2	A0M0403	True	中等职业学校(机构)专任教师数	2	A0M04	中等职业学校(机构)教职工数
2685	2342	3	A0M0404	True	中等职业学校(机构)校本部行政人员数	2	A0M04	中等职业学校(机构)教职工数
2686	2343	4	A0M0405	True	中等职业学校(机构)校本部教辅人员数	2	A0M04	中等职业学校(机构)教职工数
2687	2344	5	A0M0406	True	中等职业学校(机构)校本部工勤人员数	2	A0M04	中等职业学校(机构)教职工数
2688	2345	6	A0M0407	True	中等职业学校(机构)校办企业职工数	2	A0M04	中等职业学校(机构)教职工数
2689	2346	7	A0M0408	True	中等职业学校(机构)其他附设机构人员数	2	A0M04	中等职业学校(机构)教职工数
2690	2347	8	A0M0409	True	中等职业学校(机构)聘请校外教师数	2	A0M04	中等职业学校(机构)教职工数
2691	2348	0	A0M0501	True	普通高中学校数	2	A0M05	普通高中基本情况
2692	2349	1	A0M0502	True	普通高中招生数	2	A0M05	普通高中基本情况
2693	2350	2	A0M0503	True	普通高中在校学生数	2	A0M05	普通高中基本情况
2694	2351	3	A0M0504	True	普通高中毕业生数	2	A0M05	普通高中基本情况
2695	2352	4	A0M0505	True	普通高中教职工数	2	A0M05	普通高中基本情况
2696	2353	5	A0M0506	True	普通高中专任教师数	2	A0M05	普通高中基本情况
2697	2354	0	A0M0601	True	初中学校数	2	A0M06	初中基本情况
2698	2355	1	A0M0602	True	初中招生数	2	A0M06	初中基本情况
2699	2356	2	A0M0603	True	初中在校学生数	2	A0M06	初中基本情况
