code	cname	dotcount	exp	ifshowcode	memo	name	nodesort	sortcode	tag	unit
A0L0106	人身险支出	2	赔款指保险人根据保险合同的规定，向被保险人支付的赔偿保险责任损失的金额。给付包括死伤医疗给付和满期给付。死伤医疗给付是指保险人根据人寿保险及长期健康保险合同的规定，因被保险人在保险期内发生保险责任范围内的保险事故支付给被保险人(或受益人)的金额。满期给付是指被保险人生存期满，保险人按人寿保险合同规定支付给被保险人的满期保险金额。	False		人身险支出	1	2630		亿元
A0M0101	普通高等学校数	0		False		普通高等学校数	1	2633		所
A0M0102	普通高等学校招生数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生数	1	2634		万人
A0M0103	普通高等学校本科招生数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校本科招生数	1	2635		万人
A0M0104	普通高等学校专科招生数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校专科招生数	1	2636		万人
A0M0105	普通高等学校在校学生数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校在校学生数	1	2637		万人
A0M0106	普通高等学校本科在校学生数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校本科在校学生数	1	2638		万人
A0M0107	普通高等学校专科在校学生数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校专科在校学生数	1	2639		万人
A0M0108	普通高等学校预计毕业生数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校预计毕业生数	1	2640		万人
A0M0109	普通高等学校本科预计毕业生数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校本科预计毕业生数	1	2641		万人
A0M010A	普通高等学校专科预计毕业生数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校专科预计毕业生数	1	2642		万人
A0M010B	普通高等学校毕(结)业生数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校毕(结)业生数	1	2643		万人
A0M010C	普通高等学校本科毕(结)业生数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校本科毕(结)业生数	1	2644		万人
A0M010D	普通高等学校专科毕(结)业生数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校专科毕(结)业生数	1	2645		万人
A0M010E	普通高等学校本专科授予学位数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校本专科授予学位数	1	2646		万人
A0M0201	普通高等学校教职工总数	2	教职工数指在学校（机构）工作并由学校（机构）支付工资的教职工人数。包括校本部教职工、科研机构人员、校办企业职工、其他附设机构人员。	False		普通高等学校教职工总数	1	2648		万人
A0M0202	普通高等学校校本部教职工数	2	教职工数指在学校（机构）工作并由学校（机构）支付工资的教职工人数。包括校本部教职工、科研机构人员、校办企业职工、其他附设机构人员。	False		普通高等学校校本部教职工数	1	2649		万人
A0M0203	普通高等学校专任教师数	2	专任教师指具有教师资格，专门从事教学工作的人员。	False		普通高等学校专任教师数	1	2650		万人
A0M0204	普通高等学校正高级专任教师数	2	专任教师指具有教师资格，专门从事教学工作的人员。	False		普通高等学校正高级专任教师数	1	2651		万人
A0M0205	普通高等学校副高级专任教师数	2	专任教师指具有教师资格，专门从事教学工作的人员。	False		普通高等学校副高级专任教师数	1	2652		万人
A0M0206	普通高等学校中级专任教师数	2	专任教师指具有教师资格，专门从事教学工作的人员。	False		普通高等学校中级专任教师数	1	2653		万人
A0M0207	普通高等学校初级专任教师数	2	专任教师指具有教师资格，专门从事教学工作的人员。	False		普通高等学校初级专任教师数	1	2654		万人
A0M0208	普通高等学校无职称专任教师数	2	专任教师指具有教师资格，专门从事教学工作的人员。	False		普通高等学校无职称专任教师数	1	2655		万人
A0M0209	普通高等学校校本部行政人员数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校校本部行政人员数	1	2656		万人
A0M020A	普通高等学校校本部教辅人员数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校校本部教辅人员数	1	2657		万人
A0M020B	普通高等学校校本部工勤人员数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校校本部工勤人员数	1	2658		万人
A0M0301	中等职业学校招生数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校招生数	1	2660		万人
A0M0302	中等职业学校初中毕业数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校初中毕业数	1	2661		万人
A0M0303	中等职业学校应届初中毕业生数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校应届初中毕业生数	1	2662		万人
A0M0304	中等职业学校在校学生数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校在校学生数	1	2663		万人
A0M0305	中等职业学校毕业生数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False	中等职业学校未含技工学校数据。	中等职业学校毕业生数	1	2664		万人
A0M0306	中等职业学校获得职业资格证书毕业生数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False	中等职业学校未含技工学校数据。	中等职业学校获得职业资格证书毕业生数	1	2665		万人
A0M0307	中等职业学校预计毕业生数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校预计毕业生数	1	2666		万人
A0M0401	中等职业学校(机构)教职工总数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校(机构)教职工总数	1	2668		万人
A0M0402	中等职业学校(机构)校本部教职工数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校(机构)校本部教职工数	1	2669		万人
A0M0403	中等职业学校(机构)专任教师数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校(机构)专任教师数	1	2670		万人
A0M0404	中等职业学校(机构)校本部行政人员数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校(机构)校本部行政人员数	1	2671		万人
A0M0405	中等职业学校(机构)校本部教辅人员数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校(机构)校本部教辅人员数	1	2672		万人
A0M0406	中等职业学校(机构)校本部工勤人员数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校(机构)校本部工勤人员数	1	2673		万人
A0M0407	中等职业学校(机构)校办企业职工数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校(机构)校办企业职工数	1	2674		万人
A0M0408	中等职业学校(机构)其他附设机构人员数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校(机构)其他附设机构人员数	1	2675		万人
A0M0409	中等职业学校(机构)聘请校外教师数	2	中等职业学校指按规定的设置标准和审批程序批准建立的，招收初中（或部分高中）毕业生或同等学历者，实施中等职业技术教育，培养中等职业技术人才的学校。招收初中毕业生的，修业年限一般为三至四年；招收高中毕业生的，修业年限一般为二年至三年。包括中等专业学校、技工学校、职业中学（高中）等。	False		中等职业学校(机构)聘请校外教师数	1	2676		万人
A0M0501	普通高中学校数	0	高中指接受的最高一级教育为普通高中、职业高中和中等专业学校，无论其是否在校、毕业、肄业或辍学。	False		普通高中学校数	1	2678		所
A0M0502	普通高中招生数	2	高中指接受的最高一级教育为普通高中、职业高中和中等专业学校，无论其是否在校、毕业、肄业或辍学。	False		普通高中招生数	1	2679		万人
A0M0503	普通高中在校学生数	2	高中指接受的最高一级教育为普通高中、职业高中和中等专业学校，无论其是否在校、毕业、肄业或辍学。	False		普通高中在校学生数	1	2680		万人
A0M0504	普通高中毕业生数	2	高中指接受的最高一级教育为普通高中、职业高中和中等专业学校，无论其是否在校、毕业、肄业或辍学。	False		普通高中毕业生数	1	2681		万人
A0M0505	普通高中教职工数	2	教职工数指在学校（机构）工作并由学校（机构）支付工资的教职工人数。包括校本部教职工、科研机构人员、校办企业职工、其他附设机构人员。	False	普通高中的教职工数中包含普通初中的教职工数。	普通高中教职工数	1	2682		万人
A0M0506	普通高中专任教师数	2	专任教师指具有教师资格，专门从事教学工作的人员。	False		普通高中专任教师数	1	2683		万人
A0M0601	初中学校数	0		False		初中学校数	1	2685		所
A0M0602	初中招生数	2	初中指接受的最高一级教育为初中，无论其是否在校、毕业、肄业或辍学。	False		初中招生数	1	2686		万人
A0M0603	初中在校学生数	2	初中指接受的最高一级教育为初中，无论其是否在校、毕业、肄业或辍学。	False		初中在校学生数	1	2687		万人
A0M0604	初中毕业生数	2	初中指接受的最高一级教育为初中，无论其是否在校、毕业、肄业或辍学。	False		初中毕业生数	1	2688		万人
A0M0605	初中专任教师数	2		False		初中专任教师数	1	2689		万人
A0M0701	普通小学学校数	0	小学指接受的最高一级教育为小学，无论其是否在校、毕业、肄业或辍学。	False		普通小学学校数	1	2691		所
A0M0702	普通小学招生数	2	小学指接受的最高一级教育为小学，无论其是否在校、毕业、肄业或辍学。	False		普通小学招生数	1	2692		万人
A0M0703	普通小学在校学生数	2	小学指接受的最高一级教育为小学，无论其是否在校、毕业、肄业或辍学。	False		普通小学在校学生数	1	2693		万人
A0M0704	普通小学毕业生数	2	小学指接受的最高一级教育为小学，无论其是否在校、毕业、肄业或辍学。	False		普通小学毕业生数	1	2694		万人
A0M0705	普通小学教职工数	2	教职工数指在学校（机构）工作并由学校（机构）支付工资的教职工人数。包括校本部教职工、科研机构人员、校办企业职工、其他附设机构人员。	False		普通小学教职工数	1	2695		万人
A0M0706	普通小学专任教师数	2	专任教师指具有教师资格，专门从事教学工作的人员。	False		普通小学专任教师数	1	2696		万人
A0M0801	特殊教育学校数	0		False		特殊教育学校数	1	2698		所
A0M0802	特殊教育招生数	2		False	特殊教育学生数中包括普通中小学随班就读的学生。	特殊教育招生数	1	2699		万人
A0M0803	特殊教育在校学生数	2		False		特殊教育在校学生数	1	2700		万人
A0M0804	特殊教育毕业生数	2	毕业指已修完全部课程，并经过考试鉴定合格。	False		特殊教育毕业生数	1	2701		万人
A0M0805	特殊教育教职工数	2	教职工数指在学校（机构）工作并由学校（机构）支付工资的教职工人数。包括校本部教职工、科研机构人员、校办企业职工、其他附设机构人员。	False		特殊教育教职工数	1	2702		万人
A0M0806	特殊教育专任教师数	2	专任教师指具有教师资格，专门从事教学工作的人员。	False		特殊教育专任教师数	1	2703		万人
A0M0901	小学生师比	2	小学指接受的最高一级教育为小学，无论其是否在校、毕业、肄业或辍学。	False		小学生师比	1	2705		教师人数=1
A0M0902	初中生师比	2	初中指接受的最高一级教育为初中，无论其是否在校、毕业、肄业或辍学。	False		初中生师比	1	2706		教师人数=1
A0M0903	普通高中生师比	2	高中指接受的最高一级教育为普通高中、职业高中和中等专业学校，无论其是否在校、毕业、肄业或辍学。	False		普通高中生师比	1	2707		教师人数=1
A0M0904	职业高中生师比	2	高中指接受的最高一级教育为普通高中、职业高中和中等专业学校，无论其是否在校、毕业、肄业或辍学。	False		职业高中生师比	1	2708		教师人数=1
A0M0905	普通中专生师比	2	高中指接受的最高一级教育为普通高中、职业高中和中等专业学校，无论其是否在校、毕业、肄业或辍学。	False		普通中专生师比	1	2709		教师人数=1
A0M0906	普通高校生师比	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False	普通高校生师比中专任教师数包括聘请校外教师。	普通高校生师比	1	2710		教师人数=1
A0M0907	本科院校生师比	2	大学本科指接受的最高一级教育为大学本科。在普通高等学校学习大学本科的，无论其是否在校、毕业、肄业或辍学。	False	普通高校生师比中专任教师数包括聘请校外教师。	本科院校生师比	1	2711		教师人数=1
A0M0908	专科院校生师比	2	大学专科指接受的最高一级教育为大学专科。在普通高等学校学习大学专科的，无论其是否在校、毕业、肄业或辍学。	False	普通高校生师比中专任教师数包括聘请校外教师。	专科院校生师比	1	2712		教师人数=1
A0M0A01	每十万人口幼儿园平均在校生数	0		False		每十万人口幼儿园平均在校生数	1	2714		人
A0M0A02	每十万人口小学平均在校生数	0		False		每十万人口小学平均在校生数	1	2715		人
A0M0A03	每十万人口初中阶段平均在校生数	0	初中指接受的最高一级教育为初中，无论其是否在校、毕业、肄业或辍学。	False	初中阶段包括普通初中和职业初中。	每十万人口初中阶段平均在校生数	1	2716		人
A0M0A04	每十万人口高中阶段平均在校生数	0	高中指接受的最高一级教育为普通高中、职业高中和中等专业学校，无论其是否在校、毕业、肄业或辍学。	False	高中阶段合计数据包括普通高中、成人高中、普通中专、职业高中、技工学校和成人中专。	每十万人口高中阶段平均在校生数	1	2717		人
A0M0A05	每十万人口高等学校平均在校生数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False	高等学校包括普通高等学校和成人高等学校。	每十万人口高等学校平均在校生数	1	2718		人
A0M0B01	教育经费	0	教育经费指教育经费总投入，包括国家财政性教育经费、社会团体和公民个人办学经费、社会捐赠经费、学费和杂费、其他教育经费。	False	2007年对部分教育经费统计指标进行了修订。“民办学校办学经费”1992-2006年指社会团体和公民个人办学总经费，2007年以后指民办学校中举办者投入。	教育经费	1	2720		万元
A0M0B02	国家财政性教育经费	0	国家财政性教育经费包括公共财政预算教育经费，各级政府征收用于教育的税费，企业办学中的企业拨款，校办产业和社会服务收入用于教育的经费，其他属于国家财政性教育经费。	False		国家财政性教育经费	1	2721		万元
A0M0B03	国家财政预算内教育经费	0	国家财政预算内教育经费指中央、地方各级财政或上级主管部门在本年度内安排，并划拨到各级各类学校、单位，列入国家预算支出科目的教育经费，包括教育事业费拨款、科研经费拨款、基建拨款和其他经费拨款。	False		国家财政预算内教育经费	1	2722		万元
A0M0B04	民办学校办学经费	0	民办学校办学经费指办学的单位或公民个人投入给民办学校的办学经费。	False		民办学校办学经费	1	2723		万元
A0M0B05	教育经费社会捐赠经费	0	社会捐赠经费指境内外社会各界及个人对教育的资助和捐赠。	False		教育经费社会捐赠经费	1	2724		万元
A0M0B06	教育经费事业收入	0	事业收入指学校和单位开展教学、科研及其辅助活动依法取得的的经费收入。	False		教育经费事业收入	1	2725		万元
A0M0B07	教育经费学杂费	0	学杂费指义务教育阶段学生缴纳的杂费；非义务教育阶段学生缴纳的学费。	False		教育经费学杂费	1	2726		万元
A0M0B08	其他教育经费	0	其他教育经费指除上述各项收入以外的其他各项收入。	False		其他教育经费	1	2727		万元
A0M0C01	普通高等学校招生报名数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生报名数	1	2729		人
A0M0C02	普通高等学校招生男性报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生男性报名总数	1	2730		人
A0M0C03	普通高等学校招生女性报名总数女	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生女性报名总数女	1	2731		人
A0M0C04	普通高等学校招生25岁以上报名总数	2	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生25岁以上报名总数	1	2732		
A0M0C05	普通高等学校招生全国统考报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生全国统考报名总数	1	2733		人
A0M0C06	普通高等学校招生保送生报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生保送生报名总数	1	2734		人
A0M0C07	普通高等学校招生小语种报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生小语种报名总数	1	2735		人
A0M0C08	普通高等学校招生二学位报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生二学位报名总数	1	2736		人
A0M0C09	普通高等学校招生实践青年报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生实践青年报名总数	1	2737		人
A0M0C0A	普通高等学校招生职教师资报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生职教师资报名总数	1	2738		人
A0M0C0B	普通高等学校招生民族体育运动训练报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生民族体育运动训练报名总数	1	2739		人
A0M0C0C	普通高等学校招生高职班报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生高职班报名总数	1	2740		人
A0M0C0D	普通高等学校招生其他考试类型报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生其他考试类型报名总数	1	2741		人
A0M0C0E	普通高等学校招生城市应届报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生城市应届报名总数	1	2742		人
A0M0C0F	普通高等学校招生普通高中应届毕业生报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生普通高中应届毕业生报名总数	1	2743		人
A0M0C0G	普通高等学校招生农村应届报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生农村应届报名总数	1	2744		人
A0M0C0H	普通高等学校招生普通高中应届毕业生报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生普通高中应届毕业生报名总数	1	2745		人
A0M0C0I	普通高等学校招生城市往届报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生城市往届报名总数	1	2746		人
A0M0C0J	普通高等学校招生农村往届报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生农村往届报名总数	1	2747		人
A0M0C0K	普通高等学校招生汉族报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生汉族报名总数	1	2748		人
A0M0C0L	普通高等学校招生蒙古族报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生蒙古族报名总数	1	2749		人
A0M0C0M	普通高等学校招生维吾尔族报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生维吾尔族报名总数	1	2750		人
A0M0C0N	普通高等学校招生朝鲜族报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生朝鲜族报名总数	1	2751		人
A0M0C0O	普通高等学校招生藏族报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生藏族报名总数	1	2752		人
A0M0C0P	普通高等学校招生其他民族报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生其他民族报名总数	1	2753		人
A0M0C0Q	普通高等学校招生文理综合报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生文理综合报名总数	1	2754		人
A0M0C0R	普通高等学校招生文史报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生文史报名总数	1	2755		人
A0M0C0S	普通高等学校招生外语(文)报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生外语(文)报名总数	1	2756		人
A0M0C0T	普通高等学校招生艺术(文)报名总数	0	普通高等学校指通过国家普通高等教育招生考试，招收高中毕业生为主要培养对象，实施高等学历教育的全日制大学、独立设置的学院、独立学院和高等专科学校、高等职业学校及其他机构。	False		普通高等学校招生艺术(文)报名总数	1	2757		人
