	指标	地区	年	数据	行业	行业指标
18492	水利、环境和公共设施管理业城镇单位就业人员平均工资	海南省	2016	45453.0	水利、环境和公共设施管理业	人员平均工资
18493	水利、环境和公共设施管理业城镇单位就业人员平均工资	海南省	2015	40876.0	水利、环境和公共设施管理业	人员平均工资
18494	水利、环境和公共设施管理业城镇单位就业人员平均工资	海南省	2014	36609.0	水利、环境和公共设施管理业	人员平均工资
18495	水利、环境和公共设施管理业城镇单位就业人员平均工资	海南省	2013	31753.0	水利、环境和公共设施管理业	人员平均工资
18496	水利、环境和公共设施管理业城镇单位就业人员平均工资	海南省	2012	26254.0	水利、环境和公共设施管理业	人员平均工资
18497	水利、环境和公共设施管理业城镇单位就业人员平均工资	海南省	2011	24340.0	水利、环境和公共设施管理业	人员平均工资
18498	水利、环境和公共设施管理业城镇单位就业人员平均工资	海南省	2010	20652.0	水利、环境和公共设施管理业	人员平均工资
18499	水利、环境和公共设施管理业城镇单位就业人员平均工资	海南省	2009	17131.0	水利、环境和公共设施管理业	人员平均工资
18500	水利、环境和公共设施管理业城镇单位就业人员平均工资	重庆市	2018		水利、环境和公共设施管理业	人员平均工资
18501	水利、环境和公共设施管理业城镇单位就业人员平均工资	重庆市	2017	51684.0	水利、环境和公共设施管理业	人员平均工资
18502	水利、环境和公共设施管理业城镇单位就业人员平均工资	重庆市	2016	48241.0	水利、环境和公共设施管理业	人员平均工资
18503	水利、环境和公共设施管理业城镇单位就业人员平均工资	重庆市	2015	42617.0	水利、环境和公共设施管理业	人员平均工资
18504	水利、环境和公共设施管理业城镇单位就业人员平均工资	重庆市	2014	39051.0	水利、环境和公共设施管理业	人员平均工资
18505	水利、环境和公共设施管理业城镇单位就业人员平均工资	重庆市	2013	34480.0	水利、环境和公共设施管理业	人员平均工资
18506	水利、环境和公共设施管理业城镇单位就业人员平均工资	重庆市	2012	30555.0	水利、环境和公共设施管理业	人员平均工资
18507	水利、环境和公共设施管理业城镇单位就业人员平均工资	重庆市	2011	26411.0	水利、环境和公共设施管理业	人员平均工资
18508	水利、环境和公共设施管理业城镇单位就业人员平均工资	重庆市	2010	21818.0	水利、环境和公共设施管理业	人员平均工资
18509	水利、环境和公共设施管理业城镇单位就业人员平均工资	重庆市	2009	19162.0	水利、环境和公共设施管理业	人员平均工资
18510	水利、环境和公共设施管理业城镇单位就业人员平均工资	四川省	2018		水利、环境和公共设施管理业	人员平均工资
18511	水利、环境和公共设施管理业城镇单位就业人员平均工资	四川省	2017	48945.0	水利、环境和公共设施管理业	人员平均工资
18512	水利、环境和公共设施管理业城镇单位就业人员平均工资	四川省	2016	44041.0	水利、环境和公共设施管理业	人员平均工资
18513	水利、环境和公共设施管理业城镇单位就业人员平均工资	四川省	2015	40665.0	水利、环境和公共设施管理业	人员平均工资
18514	水利、环境和公共设施管理业城镇单位就业人员平均工资	四川省	2014	36887.0	水利、环境和公共设施管理业	人员平均工资
18515	水利、环境和公共设施管理业城镇单位就业人员平均工资	四川省	2013	33646.0	水利、环境和公共设施管理业	人员平均工资
18516	水利、环境和公共设施管理业城镇单位就业人员平均工资	四川省	2012	28701.0	水利、环境和公共设施管理业	人员平均工资
18517	水利、环境和公共设施管理业城镇单位就业人员平均工资	四川省	2011	24661.0	水利、环境和公共设施管理业	人员平均工资
18518	水利、环境和公共设施管理业城镇单位就业人员平均工资	四川省	2010	20555.0	水利、环境和公共设施管理业	人员平均工资
18519	水利、环境和公共设施管理业城镇单位就业人员平均工资	四川省	2009	19106.0	水利、环境和公共设施管理业	人员平均工资
18520	水利、环境和公共设施管理业城镇单位就业人员平均工资	贵州省	2018		水利、环境和公共设施管理业	人员平均工资
18521	水利、环境和公共设施管理业城镇单位就业人员平均工资	贵州省	2017	46697.0	水利、环境和公共设施管理业	人员平均工资
18522	水利、环境和公共设施管理业城镇单位就业人员平均工资	贵州省	2016	40230.0	水利、环境和公共设施管理业	人员平均工资
18523	水利、环境和公共设施管理业城镇单位就业人员平均工资	贵州省	2015	36336.0	水利、环境和公共设施管理业	人员平均工资
18524	水利、环境和公共设施管理业城镇单位就业人员平均工资	贵州省	2014	31706.0	水利、环境和公共设施管理业	人员平均工资
18525	水利、环境和公共设施管理业城镇单位就业人员平均工资	贵州省	2013	27832.0	水利、环境和公共设施管理业	人员平均工资
18526	水利、环境和公共设施管理业城镇单位就业人员平均工资	贵州省	2012	27779.0	水利、环境和公共设施管理业	人员平均工资
18527	水利、环境和公共设施管理业城镇单位就业人员平均工资	贵州省	2011	25628.0	水利、环境和公共设施管理业	人员平均工资
18528	水利、环境和公共设施管理业城镇单位就业人员平均工资	贵州省	2010	20737.0	水利、环境和公共设施管理业	人员平均工资
18529	水利、环境和公共设施管理业城镇单位就业人员平均工资	贵州省	2009	16895.0	水利、环境和公共设施管理业	人员平均工资
18530	水利、环境和公共设施管理业城镇单位就业人员平均工资	云南省	2018		水利、环境和公共设施管理业	人员平均工资
18531	水利、环境和公共设施管理业城镇单位就业人员平均工资	云南省	2017	53368.0	水利、环境和公共设施管理业	人员平均工资
18532	水利、环境和公共设施管理业城镇单位就业人员平均工资	云南省	2016	46529.0	水利、环境和公共设施管理业	人员平均工资
18533	水利、环境和公共设施管理业城镇单位就业人员平均工资	云南省	2015	38911.0	水利、环境和公共设施管理业	人员平均工资
18534	水利、环境和公共设施管理业城镇单位就业人员平均工资	云南省	2014	32949.0	水利、环境和公共设施管理业	人员平均工资
18535	水利、环境和公共设施管理业城镇单位就业人员平均工资	云南省	2013	30608.0	水利、环境和公共设施管理业	人员平均工资
18536	水利、环境和公共设施管理业城镇单位就业人员平均工资	云南省	2012	26788.0	水利、环境和公共设施管理业	人员平均工资
18537	水利、环境和公共设施管理业城镇单位就业人员平均工资	云南省	2011	23632.0	水利、环境和公共设施管理业	人员平均工资
18538	水利、环境和公共设施管理业城镇单位就业人员平均工资	云南省	2010	17788.0	水利、环境和公共设施管理业	人员平均工资
18539	水利、环境和公共设施管理业城镇单位就业人员平均工资	云南省	2009	16339.0	水利、环境和公共设施管理业	人员平均工资
18540	水利、环境和公共设施管理业城镇单位就业人员平均工资	西藏自治区	2018		水利、环境和公共设施管理业	人员平均工资
18541	水利、环境和公共设施管理业城镇单位就业人员平均工资	西藏自治区	2017	71688.0	水利、环境和公共设施管理业	人员平均工资
18542	水利、环境和公共设施管理业城镇单位就业人员平均工资	西藏自治区	2016	66943.0	水利、环境和公共设施管理业	人员平均工资
18543	水利、环境和公共设施管理业城镇单位就业人员平均工资	西藏自治区	2015	70750.0	水利、环境和公共设施管理业	人员平均工资
18544	水利、环境和公共设施管理业城镇单位就业人员平均工资	西藏自治区	2014	34622.0	水利、环境和公共设施管理业	人员平均工资
18545	水利、环境和公共设施管理业城镇单位就业人员平均工资	西藏自治区	2013	32923.0	水利、环境和公共设施管理业	人员平均工资
18546	水利、环境和公共设施管理业城镇单位就业人员平均工资	西藏自治区	2012	27455.0	水利、环境和公共设施管理业	人员平均工资
18547	水利、环境和公共设施管理业城镇单位就业人员平均工资	西藏自治区	2011	29369.0	水利、环境和公共设施管理业	人员平均工资
18548	水利、环境和公共设施管理业城镇单位就业人员平均工资	西藏自治区	2010	32464.0	水利、环境和公共设施管理业	人员平均工资
18549	水利、环境和公共设施管理业城镇单位就业人员平均工资	西藏自治区	2009	26894.0	水利、环境和公共设施管理业	人员平均工资
18550	水利、环境和公共设施管理业城镇单位就业人员平均工资	陕西省	2018		水利、环境和公共设施管理业	人员平均工资
18551	水利、环境和公共设施管理业城镇单位就业人员平均工资	陕西省	2017	43375.0	水利、环境和公共设施管理业	人员平均工资
18552	水利、环境和公共设施管理业城镇单位就业人员平均工资	陕西省	2016	41151.0	水利、环境和公共设施管理业	人员平均工资
18553	水利、环境和公共设施管理业城镇单位就业人员平均工资	陕西省	2015	40081.0	水利、环境和公共设施管理业	人员平均工资
18554	水利、环境和公共设施管理业城镇单位就业人员平均工资	陕西省	2014	36846.0	水利、环境和公共设施管理业	人员平均工资
18555	水利、环境和公共设施管理业城镇单位就业人员平均工资	陕西省	2013	35276.0	水利、环境和公共设施管理业	人员平均工资
18556	水利、环境和公共设施管理业城镇单位就业人员平均工资	陕西省	2012	30802.0	水利、环境和公共设施管理业	人员平均工资
18557	水利、环境和公共设施管理业城镇单位就业人员平均工资	陕西省	2011	26283.0	水利、环境和公共设施管理业	人员平均工资
18558	水利、环境和公共设施管理业城镇单位就业人员平均工资	陕西省	2010	23514.0	水利、环境和公共设施管理业	人员平均工资
18559	水利、环境和公共设施管理业城镇单位就业人员平均工资	陕西省	2009	21832.0	水利、环境和公共设施管理业	人员平均工资
18560	水利、环境和公共设施管理业城镇单位就业人员平均工资	甘肃省	2018		水利、环境和公共设施管理业	人员平均工资
18561	水利、环境和公共设施管理业城镇单位就业人员平均工资	甘肃省	2017	52385.0	水利、环境和公共设施管理业	人员平均工资
18562	水利、环境和公共设施管理业城镇单位就业人员平均工资	甘肃省	2016	50595.0	水利、环境和公共设施管理业	人员平均工资
18563	水利、环境和公共设施管理业城镇单位就业人员平均工资	甘肃省	2015	45312.0	水利、环境和公共设施管理业	人员平均工资
18564	水利、环境和公共设施管理业城镇单位就业人员平均工资	甘肃省	2014	37544.0	水利、环境和公共设施管理业	人员平均工资
18565	水利、环境和公共设施管理业城镇单位就业人员平均工资	甘肃省	2013	33119.0	水利、环境和公共设施管理业	人员平均工资
18566	水利、环境和公共设施管理业城镇单位就业人员平均工资	甘肃省	2012	28195.0	水利、环境和公共设施管理业	人员平均工资
18567	水利、环境和公共设施管理业城镇单位就业人员平均工资	甘肃省	2011	24072.0	水利、环境和公共设施管理业	人员平均工资
18568	水利、环境和公共设施管理业城镇单位就业人员平均工资	甘肃省	2010	23186.0	水利、环境和公共设施管理业	人员平均工资
18569	水利、环境和公共设施管理业城镇单位就业人员平均工资	甘肃省	2009	21603.0	水利、环境和公共设施管理业	人员平均工资
18570	水利、环境和公共设施管理业城镇单位就业人员平均工资	青海省	2018		水利、环境和公共设施管理业	人员平均工资
18571	水利、环境和公共设施管理业城镇单位就业人员平均工资	青海省	2017	63194.0	水利、环境和公共设施管理业	人员平均工资
18572	水利、环境和公共设施管理业城镇单位就业人员平均工资	青海省	2016	55415.0	水利、环境和公共设施管理业	人员平均工资
18573	水利、环境和公共设施管理业城镇单位就业人员平均工资	青海省	2015	48241.0	水利、环境和公共设施管理业	人员平均工资
18574	水利、环境和公共设施管理业城镇单位就业人员平均工资	青海省	2014	44601.0	水利、环境和公共设施管理业	人员平均工资
18575	水利、环境和公共设施管理业城镇单位就业人员平均工资	青海省	2013	39286.0	水利、环境和公共设施管理业	人员平均工资
18576	水利、环境和公共设施管理业城镇单位就业人员平均工资	青海省	2012	33091.0	水利、环境和公共设施管理业	人员平均工资
18577	水利、环境和公共设施管理业城镇单位就业人员平均工资	青海省	2011	31582.0	水利、环境和公共设施管理业	人员平均工资
18578	水利、环境和公共设施管理业城镇单位就业人员平均工资	青海省	2010	25591.0	水利、环境和公共设施管理业	人员平均工资
18579	水利、环境和公共设施管理业城镇单位就业人员平均工资	青海省	2009	23562.0	水利、环境和公共设施管理业	人员平均工资
18580	水利、环境和公共设施管理业城镇单位就业人员平均工资	宁夏回族自治区	2018		水利、环境和公共设施管理业	人员平均工资
18581	水利、环境和公共设施管理业城镇单位就业人员平均工资	宁夏回族自治区	2017	51446.0	水利、环境和公共设施管理业	人员平均工资
18582	水利、环境和公共设施管理业城镇单位就业人员平均工资	宁夏回族自治区	2016	48789.0	水利、环境和公共设施管理业	人员平均工资
18583	水利、环境和公共设施管理业城镇单位就业人员平均工资	宁夏回族自治区	2015	44768.0	水利、环境和公共设施管理业	人员平均工资
18584	水利、环境和公共设施管理业城镇单位就业人员平均工资	宁夏回族自治区	2014	41362.0	水利、环境和公共设施管理业	人员平均工资
18585	水利、环境和公共设施管理业城镇单位就业人员平均工资	宁夏回族自治区	2013	35624.0	水利、环境和公共设施管理业	人员平均工资
18586	水利、环境和公共设施管理业城镇单位就业人员平均工资	宁夏回族自治区	2012	34281.0	水利、环境和公共设施管理业	人员平均工资
18587	水利、环境和公共设施管理业城镇单位就业人员平均工资	宁夏回族自治区	2011	32260.0	水利、环境和公共设施管理业	人员平均工资
18588	水利、环境和公共设施管理业城镇单位就业人员平均工资	宁夏回族自治区	2010	25155.0	水利、环境和公共设施管理业	人员平均工资
18589	水利、环境和公共设施管理业城镇单位就业人员平均工资	宁夏回族自治区	2009	22362.0	水利、环境和公共设施管理业	人员平均工资
18590	水利、环境和公共设施管理业城镇单位就业人员平均工资	新疆维吾尔自治区	2018		水利、环境和公共设施管理业	人员平均工资
18591	水利、环境和公共设施管理业城镇单位就业人员平均工资	新疆维吾尔自治区	2017	49242.0	水利、环境和公共设施管理业	人员平均工资
18592	水利、环境和公共设施管理业城镇单位就业人员平均工资	新疆维吾尔自治区	2016	48099.0	水利、环境和公共设施管理业	人员平均工资
18593	水利、环境和公共设施管理业城镇单位就业人员平均工资	新疆维吾尔自治区	2015	46068.0	水利、环境和公共设施管理业	人员平均工资
18594	水利、环境和公共设施管理业城镇单位就业人员平均工资	新疆维吾尔自治区	2014	38981.0	水利、环境和公共设施管理业	人员平均工资
18595	水利、环境和公共设施管理业城镇单位就业人员平均工资	新疆维吾尔自治区	2013	36283.0	水利、环境和公共设施管理业	人员平均工资
18596	水利、环境和公共设施管理业城镇单位就业人员平均工资	新疆维吾尔自治区	2012	32060.0	水利、环境和公共设施管理业	人员平均工资
18597	水利、环境和公共设施管理业城镇单位就业人员平均工资	新疆维吾尔自治区	2011	28561.0	水利、环境和公共设施管理业	人员平均工资
18598	水利、环境和公共设施管理业城镇单位就业人员平均工资	新疆维吾尔自治区	2010	25575.0	水利、环境和公共设施管理业	人员平均工资
18599	水利、环境和公共设施管理业城镇单位就业人员平均工资	新疆维吾尔自治区	2009	22412.0	水利、环境和公共设施管理业	人员平均工资
18600	居民服务和其他服务业城镇单位就业人员平均工资	北京市	2018		居民服务和其他服务业	人员平均工资
18601	居民服务和其他服务业城镇单位就业人员平均工资	北京市	2017	55509.0	居民服务和其他服务业	人员平均工资
18602	居民服务和其他服务业城镇单位就业人员平均工资	北京市	2016	52025.0	居民服务和其他服务业	人员平均工资
18603	居民服务和其他服务业城镇单位就业人员平均工资	北京市	2015	48613.0	居民服务和其他服务业	人员平均工资
18604	居民服务和其他服务业城镇单位就业人员平均工资	北京市	2014	45776.0	居民服务和其他服务业	人员平均工资
18605	居民服务和其他服务业城镇单位就业人员平均工资	北京市	2013	43754.0	居民服务和其他服务业	人员平均工资
18606	居民服务和其他服务业城镇单位就业人员平均工资	北京市	2012	38838.0	居民服务和其他服务业	人员平均工资
18607	居民服务和其他服务业城镇单位就业人员平均工资	北京市	2011	34498.0	居民服务和其他服务业	人员平均工资
18608	居民服务和其他服务业城镇单位就业人员平均工资	北京市	2010	27625.0	居民服务和其他服务业	人员平均工资
18609	居民服务和其他服务业城镇单位就业人员平均工资	北京市	2009	25006.0	居民服务和其他服务业	人员平均工资
18610	居民服务和其他服务业城镇单位就业人员平均工资	天津市	2018		居民服务和其他服务业	人员平均工资
18611	居民服务和其他服务业城镇单位就业人员平均工资	天津市	2017	44928.0	居民服务和其他服务业	人员平均工资
18612	居民服务和其他服务业城镇单位就业人员平均工资	天津市	2016	41777.0	居民服务和其他服务业	人员平均工资
18613	居民服务和其他服务业城镇单位就业人员平均工资	天津市	2015	39631.0	居民服务和其他服务业	人员平均工资
18614	居民服务和其他服务业城镇单位就业人员平均工资	天津市	2014	34200.0	居民服务和其他服务业	人员平均工资
18615	居民服务和其他服务业城镇单位就业人员平均工资	天津市	2013	30517.0	居民服务和其他服务业	人员平均工资
18616	居民服务和其他服务业城镇单位就业人员平均工资	天津市	2012	25518.0	居民服务和其他服务业	人员平均工资
18617	居民服务和其他服务业城镇单位就业人员平均工资	天津市	2011	26054.0	居民服务和其他服务业	人员平均工资
18618	居民服务和其他服务业城镇单位就业人员平均工资	天津市	2010	23529.0	居民服务和其他服务业	人员平均工资
18619	居民服务和其他服务业城镇单位就业人员平均工资	天津市	2009	20992.0	居民服务和其他服务业	人员平均工资
18620	居民服务和其他服务业城镇单位就业人员平均工资	河北省	2018		居民服务和其他服务业	人员平均工资
18621	居民服务和其他服务业城镇单位就业人员平均工资	河北省	2017	36813.0	居民服务和其他服务业	人员平均工资
18622	居民服务和其他服务业城镇单位就业人员平均工资	河北省	2016	35634.0	居民服务和其他服务业	人员平均工资
18623	居民服务和其他服务业城镇单位就业人员平均工资	河北省	2015	33368.0	居民服务和其他服务业	人员平均工资
18624	居民服务和其他服务业城镇单位就业人员平均工资	河北省	2014	31614.0	居民服务和其他服务业	人员平均工资
18625	居民服务和其他服务业城镇单位就业人员平均工资	河北省	2013	28024.0	居民服务和其他服务业	人员平均工资
18626	居民服务和其他服务业城镇单位就业人员平均工资	河北省	2012	41946.0	居民服务和其他服务业	人员平均工资
18627	居民服务和其他服务业城镇单位就业人员平均工资	河北省	2011	40374.0	居民服务和其他服务业	人员平均工资
18628	居民服务和其他服务业城镇单位就业人员平均工资	河北省	2010	34932.0	居民服务和其他服务业	人员平均工资
18629	居民服务和其他服务业城镇单位就业人员平均工资	河北省	2009	34617.0	居民服务和其他服务业	人员平均工资
18630	居民服务和其他服务业城镇单位就业人员平均工资	山西省	2018		居民服务和其他服务业	人员平均工资
18631	居民服务和其他服务业城镇单位就业人员平均工资	山西省	2017	38547.0	居民服务和其他服务业	人员平均工资
18632	居民服务和其他服务业城镇单位就业人员平均工资	山西省	2016	36307.0	居民服务和其他服务业	人员平均工资
18633	居民服务和其他服务业城镇单位就业人员平均工资	山西省	2015	36933.0	居民服务和其他服务业	人员平均工资
18634	居民服务和其他服务业城镇单位就业人员平均工资	山西省	2014	30467.0	居民服务和其他服务业	人员平均工资
18635	居民服务和其他服务业城镇单位就业人员平均工资	山西省	2013	27476.0	居民服务和其他服务业	人员平均工资
18636	居民服务和其他服务业城镇单位就业人员平均工资	山西省	2012	22565.0	居民服务和其他服务业	人员平均工资
18637	居民服务和其他服务业城镇单位就业人员平均工资	山西省	2011	22575.0	居民服务和其他服务业	人员平均工资
18638	居民服务和其他服务业城镇单位就业人员平均工资	山西省	2010	20623.0	居民服务和其他服务业	人员平均工资
18639	居民服务和其他服务业城镇单位就业人员平均工资	山西省	2009	18678.0	居民服务和其他服务业	人员平均工资
18640	居民服务和其他服务业城镇单位就业人员平均工资	内蒙古自治区	2018		居民服务和其他服务业	人员平均工资
18641	居民服务和其他服务业城镇单位就业人员平均工资	内蒙古自治区	2017	38380.0	居民服务和其他服务业	人员平均工资
18642	居民服务和其他服务业城镇单位就业人员平均工资	内蒙古自治区	2016	38082.0	居民服务和其他服务业	人员平均工资
18643	居民服务和其他服务业城镇单位就业人员平均工资	内蒙古自治区	2015	40348.0	居民服务和其他服务业	人员平均工资
18644	居民服务和其他服务业城镇单位就业人员平均工资	内蒙古自治区	2014	38733.0	居民服务和其他服务业	人员平均工资
18645	居民服务和其他服务业城镇单位就业人员平均工资	内蒙古自治区	2013	36346.0	居民服务和其他服务业	人员平均工资
18646	居民服务和其他服务业城镇单位就业人员平均工资	内蒙古自治区	2012	32844.0	居民服务和其他服务业	人员平均工资
18647	居民服务和其他服务业城镇单位就业人员平均工资	内蒙古自治区	2011	43476.0	居民服务和其他服务业	人员平均工资
18648	居民服务和其他服务业城镇单位就业人员平均工资	内蒙古自治区	2010	39550.0	居民服务和其他服务业	人员平均工资
18649	居民服务和其他服务业城镇单位就业人员平均工资	内蒙古自治区	2009	30494.0	居民服务和其他服务业	人员平均工资
18650	居民服务和其他服务业城镇单位就业人员平均工资	辽宁省	2018		居民服务和其他服务业	人员平均工资
18651	居民服务和其他服务业城镇单位就业人员平均工资	辽宁省	2017	41686.0	居民服务和其他服务业	人员平均工资
18652	居民服务和其他服务业城镇单位就业人员平均工资	辽宁省	2016	39022.0	居民服务和其他服务业	人员平均工资
18653	居民服务和其他服务业城镇单位就业人员平均工资	辽宁省	2015	36726.0	居民服务和其他服务业	人员平均工资
18654	居民服务和其他服务业城镇单位就业人员平均工资	辽宁省	2014	34864.0	居民服务和其他服务业	人员平均工资
18655	居民服务和其他服务业城镇单位就业人员平均工资	辽宁省	2013	34562.0	居民服务和其他服务业	人员平均工资
18656	居民服务和其他服务业城镇单位就业人员平均工资	辽宁省	2012	32718.0	居民服务和其他服务业	人员平均工资
18657	居民服务和其他服务业城镇单位就业人员平均工资	辽宁省	2011	28378.0	居民服务和其他服务业	人员平均工资
18658	居民服务和其他服务业城镇单位就业人员平均工资	辽宁省	2010	25101.0	居民服务和其他服务业	人员平均工资
18659	居民服务和其他服务业城镇单位就业人员平均工资	辽宁省	2009	21408.0	居民服务和其他服务业	人员平均工资
18660	居民服务和其他服务业城镇单位就业人员平均工资	吉林省	2018		居民服务和其他服务业	人员平均工资
18661	居民服务和其他服务业城镇单位就业人员平均工资	吉林省	2017	36572.0	居民服务和其他服务业	人员平均工资
18662	居民服务和其他服务业城镇单位就业人员平均工资	吉林省	2016	32797.0	居民服务和其他服务业	人员平均工资
18663	居民服务和其他服务业城镇单位就业人员平均工资	吉林省	2015	31535.0	居民服务和其他服务业	人员平均工资
18664	居民服务和其他服务业城镇单位就业人员平均工资	吉林省	2014	32385.0	居民服务和其他服务业	人员平均工资
18665	居民服务和其他服务业城镇单位就业人员平均工资	吉林省	2013	28343.0	居民服务和其他服务业	人员平均工资
18666	居民服务和其他服务业城镇单位就业人员平均工资	吉林省	2012	31513.0	居民服务和其他服务业	人员平均工资
18667	居民服务和其他服务业城镇单位就业人员平均工资	吉林省	2011	27373.0	居民服务和其他服务业	人员平均工资
18668	居民服务和其他服务业城镇单位就业人员平均工资	吉林省	2010	17511.0	居民服务和其他服务业	人员平均工资
18669	居民服务和其他服务业城镇单位就业人员平均工资	吉林省	2009	16190.0	居民服务和其他服务业	人员平均工资
18670	居民服务和其他服务业城镇单位就业人员平均工资	黑龙江省	2018		居民服务和其他服务业	人员平均工资
18671	居民服务和其他服务业城镇单位就业人员平均工资	黑龙江省	2017	58569.0	居民服务和其他服务业	人员平均工资
18672	居民服务和其他服务业城镇单位就业人员平均工资	黑龙江省	2016	55411.0	居民服务和其他服务业	人员平均工资
18673	居民服务和其他服务业城镇单位就业人员平均工资	黑龙江省	2015	50275.0	居民服务和其他服务业	人员平均工资
18674	居民服务和其他服务业城镇单位就业人员平均工资	黑龙江省	2014	52333.0	居民服务和其他服务业	人员平均工资
18675	居民服务和其他服务业城镇单位就业人员平均工资	黑龙江省	2013	49101.0	居民服务和其他服务业	人员平均工资
18676	居民服务和其他服务业城镇单位就业人员平均工资	黑龙江省	2012	42918.0	居民服务和其他服务业	人员平均工资
18677	居民服务和其他服务业城镇单位就业人员平均工资	黑龙江省	2011	35488.0	居民服务和其他服务业	人员平均工资
18678	居民服务和其他服务业城镇单位就业人员平均工资	黑龙江省	2010	29803.0	居民服务和其他服务业	人员平均工资
18679	居民服务和其他服务业城镇单位就业人员平均工资	黑龙江省	2009	25848.0	居民服务和其他服务业	人员平均工资
18680	居民服务和其他服务业城镇单位就业人员平均工资	上海市	2018		居民服务和其他服务业	人员平均工资
18681	居民服务和其他服务业城镇单位就业人员平均工资	上海市	2017	67013.0	居民服务和其他服务业	人员平均工资
18682	居民服务和其他服务业城镇单位就业人员平均工资	上海市	2016	66280.0	居民服务和其他服务业	人员平均工资
18683	居民服务和其他服务业城镇单位就业人员平均工资	上海市	2015	62576.0	居民服务和其他服务业	人员平均工资
18684	居民服务和其他服务业城镇单位就业人员平均工资	上海市	2014	59289.0	居民服务和其他服务业	人员平均工资
18685	居民服务和其他服务业城镇单位就业人员平均工资	上海市	2013	54276.0	居民服务和其他服务业	人员平均工资
18686	居民服务和其他服务业城镇单位就业人员平均工资	上海市	2012	43525.0	居民服务和其他服务业	人员平均工资
18687	居民服务和其他服务业城镇单位就业人员平均工资	上海市	2011	43413.0	居民服务和其他服务业	人员平均工资
18688	居民服务和其他服务业城镇单位就业人员平均工资	上海市	2010	35226.0	居民服务和其他服务业	人员平均工资
18689	居民服务和其他服务业城镇单位就业人员平均工资	上海市	2009	30875.0	居民服务和其他服务业	人员平均工资
18690	居民服务和其他服务业城镇单位就业人员平均工资	江苏省	2018		居民服务和其他服务业	人员平均工资
18691	居民服务和其他服务业城镇单位就业人员平均工资	江苏省	2017	63066.0	居民服务和其他服务业	人员平均工资
18692	居民服务和其他服务业城镇单位就业人员平均工资	江苏省	2016	57905.0	居民服务和其他服务业	人员平均工资
18693	居民服务和其他服务业城镇单位就业人员平均工资	江苏省	2015	54116.0	居民服务和其他服务业	人员平均工资
18694	居民服务和其他服务业城镇单位就业人员平均工资	江苏省	2014	49159.0	居民服务和其他服务业	人员平均工资
18695	居民服务和其他服务业城镇单位就业人员平均工资	江苏省	2013	45774.0	居民服务和其他服务业	人员平均工资
18696	居民服务和其他服务业城镇单位就业人员平均工资	江苏省	2012	45981.0	居民服务和其他服务业	人员平均工资
18697	居民服务和其他服务业城镇单位就业人员平均工资	江苏省	2011	41160.0	居民服务和其他服务业	人员平均工资
18698	居民服务和其他服务业城镇单位就业人员平均工资	江苏省	2010	34349.0	居民服务和其他服务业	人员平均工资
18699	居民服务和其他服务业城镇单位就业人员平均工资	江苏省	2009	28502.0	居民服务和其他服务业	人员平均工资
18700	居民服务和其他服务业城镇单位就业人员平均工资	浙江省	2018		居民服务和其他服务业	人员平均工资
18701	居民服务和其他服务业城镇单位就业人员平均工资	浙江省	2017	63285.0	居民服务和其他服务业	人员平均工资
18702	居民服务和其他服务业城镇单位就业人员平均工资	浙江省	2016	58157.0	居民服务和其他服务业	人员平均工资
18703	居民服务和其他服务业城镇单位就业人员平均工资	浙江省	2015	48471.0	居民服务和其他服务业	人员平均工资
18704	居民服务和其他服务业城镇单位就业人员平均工资	浙江省	2014	46508.0	居民服务和其他服务业	人员平均工资
18705	居民服务和其他服务业城镇单位就业人员平均工资	浙江省	2013	44727.0	居民服务和其他服务业	人员平均工资
18706	居民服务和其他服务业城镇单位就业人员平均工资	浙江省	2012	42613.0	居民服务和其他服务业	人员平均工资
18707	居民服务和其他服务业城镇单位就业人员平均工资	浙江省	2011	39230.0	居民服务和其他服务业	人员平均工资
18708	居民服务和其他服务业城镇单位就业人员平均工资	浙江省	2010	35127.0	居民服务和其他服务业	人员平均工资
18709	居民服务和其他服务业城镇单位就业人员平均工资	浙江省	2009	29586.0	居民服务和其他服务业	人员平均工资
18710	居民服务和其他服务业城镇单位就业人员平均工资	安徽省	2018		居民服务和其他服务业	人员平均工资
18711	居民服务和其他服务业城镇单位就业人员平均工资	安徽省	2017	48500.0	居民服务和其他服务业	人员平均工资
18712	居民服务和其他服务业城镇单位就业人员平均工资	安徽省	2016	44353.0	居民服务和其他服务业	人员平均工资
18713	居民服务和其他服务业城镇单位就业人员平均工资	安徽省	2015	41690.0	居民服务和其他服务业	人员平均工资
18714	居民服务和其他服务业城镇单位就业人员平均工资	安徽省	2014	38091.0	居民服务和其他服务业	人员平均工资
18715	居民服务和其他服务业城镇单位就业人员平均工资	安徽省	2013	37074.0	居民服务和其他服务业	人员平均工资
18716	居民服务和其他服务业城镇单位就业人员平均工资	安徽省	2012	35602.0	居民服务和其他服务业	人员平均工资
18717	居民服务和其他服务业城镇单位就业人员平均工资	安徽省	2011	27929.0	居民服务和其他服务业	人员平均工资
18718	居民服务和其他服务业城镇单位就业人员平均工资	安徽省	2010	23258.0	居民服务和其他服务业	人员平均工资
18719	居民服务和其他服务业城镇单位就业人员平均工资	安徽省	2009	19180.0	居民服务和其他服务业	人员平均工资
18720	居民服务和其他服务业城镇单位就业人员平均工资	福建省	2018		居民服务和其他服务业	人员平均工资
